cod_muni|municipio|cod_prov|provincia|cod_ccaa|ccaa
10072|Eljas|10|Cáceres|11|Extremadura
10073|Escurial|10|Cáceres|11|Extremadura
10075|Fresnedoso de Ibor|10|Cáceres|11|Extremadura
10076|Galisteo|10|Cáceres|11|Extremadura
10077|Garciaz|10|Cáceres|11|Extremadura
10079|Garganta la Olla|10|Cáceres|11|Extremadura
10078|Garganta, La|10|Cáceres|11|Extremadura
10080|Gargantilla|10|Cáceres|11|Extremadura
10081|Gargüera|10|Cáceres|11|Extremadura
10082|Garrovillas de Alconétar|10|Cáceres|11|Extremadura
10083|Garvín|10|Cáceres|11|Extremadura
10084|Gata|10|Cáceres|11|Extremadura
10085|Gordo, El|10|Cáceres|11|Extremadura
10086|Granja, La|10|Cáceres|11|Extremadura
10087|Guadalupe|10|Cáceres|11|Extremadura
10088|Guijo de Coria|10|Cáceres|11|Extremadura
10089|Guijo de Galisteo|10|Cáceres|11|Extremadura
10090|Guijo de Granadilla|10|Cáceres|11|Extremadura
10091|Guijo de Santa Bárbara|10|Cáceres|11|Extremadura
10092|Herguijuela|10|Cáceres|11|Extremadura
10093|Hernán-Pérez|10|Cáceres|11|Extremadura
10094|Herrera de Alcántara|10|Cáceres|11|Extremadura
10095|Herreruela|10|Cáceres|11|Extremadura
10096|Hervás|10|Cáceres|11|Extremadura
10097|Higuera de Albalat|10|Cáceres|11|Extremadura
10098|Hinojal|10|Cáceres|11|Extremadura
10099|Holguera|10|Cáceres|11|Extremadura
10100|Hoyos|10|Cáceres|11|Extremadura
10101|Huélaga|10|Cáceres|11|Extremadura
10102|Ibahernando|10|Cáceres|11|Extremadura
10103|Jaraicejo|10|Cáceres|11|Extremadura
10104|Jaraíz de la Vera|10|Cáceres|11|Extremadura
10105|Jarandilla de la Vera|10|Cáceres|11|Extremadura
10106|Jarilla|10|Cáceres|11|Extremadura
10107|Jerte|10|Cáceres|11|Extremadura
10108|Ladrillar|10|Cáceres|11|Extremadura
10109|Logrosán|10|Cáceres|11|Extremadura
10110|Losar de la Vera|10|Cáceres|11|Extremadura
10111|Madrigal de la Vera|10|Cáceres|11|Extremadura
10112|Madrigalejo|10|Cáceres|11|Extremadura
10113|Madroñera|10|Cáceres|11|Extremadura
10114|Majadas|10|Cáceres|11|Extremadura
10115|Malpartida de Cáceres|10|Cáceres|11|Extremadura
10116|Malpartida de Plasencia|10|Cáceres|11|Extremadura
10117|Marchagaz|10|Cáceres|11|Extremadura
10118|Mata de Alcántara|10|Cáceres|11|Extremadura
10119|Membrío|10|Cáceres|11|Extremadura
10120|Mesas de Ibor|10|Cáceres|11|Extremadura
10121|Miajadas|10|Cáceres|11|Extremadura
10122|Millanes|10|Cáceres|11|Extremadura
10123|Mirabel|10|Cáceres|11|Extremadura
10124|Mohedas de Granadilla|10|Cáceres|11|Extremadura
10125|Monroy|10|Cáceres|11|Extremadura
10126|Montánchez|10|Cáceres|11|Extremadura
10127|Montehermoso|10|Cáceres|11|Extremadura
10128|Moraleja|10|Cáceres|11|Extremadura
10129|Morcillo|10|Cáceres|11|Extremadura
10130|Navaconcejo|10|Cáceres|11|Extremadura
10131|Navalmoral de la Mata|10|Cáceres|11|Extremadura
10132|Navalvillar de Ibor|10|Cáceres|11|Extremadura
10133|Navas del Madroño|10|Cáceres|11|Extremadura
10134|Navezuelas|10|Cáceres|11|Extremadura
10135|Nuñomoral|10|Cáceres|11|Extremadura
10136|Oliva de Plasencia|10|Cáceres|11|Extremadura
10137|Palomero|10|Cáceres|11|Extremadura
10138|Pasarón de la Vera|10|Cáceres|11|Extremadura
10139|Pedroso de Acim|10|Cáceres|11|Extremadura
10140|Peraleda de la Mata|10|Cáceres|11|Extremadura
10141|Peraleda de San Román|10|Cáceres|11|Extremadura
10142|Perales del Puerto|10|Cáceres|11|Extremadura
10143|Pescueza|10|Cáceres|11|Extremadura
10144|Pesga, La|10|Cáceres|11|Extremadura
10145|Piedras Albas|10|Cáceres|11|Extremadura
10146|Pinofranqueado|10|Cáceres|11|Extremadura
10147|Piornal|10|Cáceres|11|Extremadura
10148|Plasencia|10|Cáceres|11|Extremadura
10149|Plasenzuela|10|Cáceres|11|Extremadura
10150|Portaje|10|Cáceres|11|Extremadura
10151|Portezuelo|10|Cáceres|11|Extremadura
10152|Pozuelo de Zarzón|10|Cáceres|11|Extremadura
10905|Pueblonuevo de Miramontes|10|Cáceres|11|Extremadura
10153|Puerto de Santa Cruz|10|Cáceres|11|Extremadura
10154|Rebollar|10|Cáceres|11|Extremadura
10155|Riolobos|10|Cáceres|11|Extremadura
10156|Robledillo de Gata|10|Cáceres|11|Extremadura
10157|Robledillo de la Vera|10|Cáceres|11|Extremadura
10158|Robledillo de Trujillo|10|Cáceres|11|Extremadura
10159|Robledollano|10|Cáceres|11|Extremadura
10160|Romangordo|10|Cáceres|11|Extremadura
10901|Rosalejo|10|Cáceres|11|Extremadura
10161|Ruanes|10|Cáceres|11|Extremadura
10162|Salorino|10|Cáceres|11|Extremadura
10163|Salvatierra de Santiago|10|Cáceres|11|Extremadura
10164|San Martín de Trevejo|10|Cáceres|11|Extremadura
10165|Santa Ana|10|Cáceres|11|Extremadura
10166|Santa Cruz de la Sierra|10|Cáceres|11|Extremadura
10167|Santa Cruz de Paniagua|10|Cáceres|11|Extremadura
10168|Santa Marta de Magasca|10|Cáceres|11|Extremadura
10169|Santiago de Alcántara|10|Cáceres|11|Extremadura
10170|Santiago del Campo|10|Cáceres|11|Extremadura
10171|Santibáñez el Alto|10|Cáceres|11|Extremadura
10172|Santibáñez el Bajo|10|Cáceres|11|Extremadura
10173|Saucedilla|10|Cáceres|11|Extremadura
10174|Segura de Toro|10|Cáceres|11|Extremadura
10175|Serradilla|10|Cáceres|11|Extremadura
10176|Serrejón|10|Cáceres|11|Extremadura
10177|Sierra de Fuentes|10|Cáceres|11|Extremadura
10178|Talaván|10|Cáceres|11|Extremadura
10179|Talaveruela de la Vera|10|Cáceres|11|Extremadura
10180|Talayuela|10|Cáceres|11|Extremadura
10181|Tejeda de Tiétar|10|Cáceres|11|Extremadura
10904|Tiétar|10|Cáceres|11|Extremadura
10182|Toril|10|Cáceres|11|Extremadura
10183|Tornavacas|10|Cáceres|11|Extremadura
10184|Torno, El|10|Cáceres|11|Extremadura
10187|Torre de Don Miguel|10|Cáceres|11|Extremadura
10188|Torre de Santa María|10|Cáceres|11|Extremadura
10185|Torrecilla de los Ángeles|10|Cáceres|11|Extremadura
10186|Torrecillas de la Tiesa|10|Cáceres|11|Extremadura
10190|Torrejón el Rubio|10|Cáceres|11|Extremadura
10189|Torrejoncillo|10|Cáceres|11|Extremadura
10191|Torremenga|10|Cáceres|11|Extremadura
10192|Torremocha|10|Cáceres|11|Extremadura
10193|Torreorgaz|10|Cáceres|11|Extremadura
10194|Torrequemada|10|Cáceres|11|Extremadura
10195|Trujillo|10|Cáceres|11|Extremadura
10196|Valdastillas|10|Cáceres|11|Extremadura
10197|Valdecañas de Tajo|10|Cáceres|11|Extremadura
10198|Valdefuentes|10|Cáceres|11|Extremadura
10199|Valdehúncar|10|Cáceres|11|Extremadura
10200|Valdelacasa de Tajo|10|Cáceres|11|Extremadura
10201|Valdemorales|10|Cáceres|11|Extremadura
10202|Valdeobispo|10|Cáceres|11|Extremadura
10203|Valencia de Alcántara|10|Cáceres|11|Extremadura
10204|Valverde de la Vera|10|Cáceres|11|Extremadura
10205|Valverde del Fresno|10|Cáceres|11|Extremadura
10902|Vegaviana|10|Cáceres|11|Extremadura
10206|Viandar de la Vera|10|Cáceres|11|Extremadura
10207|Villa del Campo|10|Cáceres|11|Extremadura
10208|Villa del Rey|10|Cáceres|11|Extremadura
10209|Villamesías|10|Cáceres|11|Extremadura
10210|Villamiel|10|Cáceres|11|Extremadura
10211|Villanueva de la Sierra|10|Cáceres|11|Extremadura
10212|Villanueva de la Vera|10|Cáceres|11|Extremadura
10214|Villar de Plasencia|10|Cáceres|11|Extremadura
10213|Villar del Pedroso|10|Cáceres|11|Extremadura
10215|Villasbuenas de Gata|10|Cáceres|11|Extremadura
10216|Zarza de Granadilla|10|Cáceres|11|Extremadura
10217|Zarza de Montánchez|10|Cáceres|11|Extremadura
10218|Zarza la Mayor|10|Cáceres|11|Extremadura
10219|Zorita|10|Cáceres|11|Extremadura
11001|Alcalá de los Gazules|11|Cádiz|01|Andalucía
11002|Alcalá del Valle|11|Cádiz|01|Andalucía
11003|Algar|11|Cádiz|01|Andalucía
11004|Algeciras|11|Cádiz|01|Andalucía
11005|Algodonales|11|Cádiz|01|Andalucía
11006|Arcos de la Frontera|11|Cádiz|01|Andalucía
11007|Barbate|11|Cádiz|01|Andalucía
11008|Barrios, Los|11|Cádiz|01|Andalucía
11901|Benalup-Casas Viejas|11|Cádiz|01|Andalucía
11009|Benaocaz|11|Cádiz|01|Andalucía
11010|Bornos|11|Cádiz|01|Andalucía
11011|Bosque, El|11|Cádiz|01|Andalucía
11012|Cádiz|11|Cádiz|01|Andalucía
11013|Castellar de la Frontera|11|Cádiz|01|Andalucía
11015|Chiclana de la Frontera|11|Cádiz|01|Andalucía
11016|Chipiona|11|Cádiz|01|Andalucía
11014|Conil de la Frontera|11|Cádiz|01|Andalucía
11017|Espera|11|Cádiz|01|Andalucía
11018|Gastor, El|11|Cádiz|01|Andalucía
11019|Grazalema|11|Cádiz|01|Andalucía
11020|Jerez de la Frontera|11|Cádiz|01|Andalucía
11021|Jimena de la Frontera|11|Cádiz|01|Andalucía
11022|Línea de la Concepción, La|11|Cádiz|01|Andalucía
11023|Medina Sidonia|11|Cádiz|01|Andalucía
11024|Olvera|11|Cádiz|01|Andalucía
11025|Paterna de Rivera|11|Cádiz|01|Andalucía
11026|Prado del Rey|11|Cádiz|01|Andalucía
11027|Puerto de Santa María, El|11|Cádiz|01|Andalucía
11028|Puerto Real|11|Cádiz|01|Andalucía
11029|Puerto Serrano|11|Cádiz|01|Andalucía
11030|Rota|11|Cádiz|01|Andalucía
11031|San Fernando|11|Cádiz|01|Andalucía
11902|San José del Valle|11|Cádiz|01|Andalucía
11903|San Martín del Tesorillo|11|Cádiz|01|Andalucía
11033|San Roque|11|Cádiz|01|Andalucía
11032|Sanlúcar de Barrameda|11|Cádiz|01|Andalucía
11034|Setenil de las Bodegas|11|Cádiz|01|Andalucía
11035|Tarifa|11|Cádiz|01|Andalucía
11036|Torre Alháquime|11|Cádiz|01|Andalucía
11037|Trebujena|11|Cádiz|01|Andalucía
11038|Ubrique|11|Cádiz|01|Andalucía
11039|Vejer de la Frontera|11|Cádiz|01|Andalucía
11040|Villaluenga del Rosario|11|Cádiz|01|Andalucía
11041|Villamartín|11|Cádiz|01|Andalucía
11042|Zahara|11|Cádiz|01|Andalucía
12002|Aín|12|Castellón/Castelló|10|Comunitat Valenciana
12003|Albocàsser|12|Castellón/Castelló|10|Comunitat Valenciana
12004|Alcalà de Xivert|12|Castellón/Castelló|10|Comunitat Valenciana
12005|Alcora, l'|12|Castellón/Castelló|10|Comunitat Valenciana
12006|Alcudia de Veo|12|Castellón/Castelló|10|Comunitat Valenciana
12007|Alfondeguilla|12|Castellón/Castelló|10|Comunitat Valenciana
12008|Algimia de Almonacid|12|Castellón/Castelló|10|Comunitat Valenciana
12009|Almassora|12|Castellón/Castelló|10|Comunitat Valenciana
12010|Almedíjar|12|Castellón/Castelló|10|Comunitat Valenciana
12011|Almenara|12|Castellón/Castelló|10|Comunitat Valenciana
12901|Alqueries, les/Alquerías del Niño Perdido|12|Castellón/Castelló|10|Comunitat Valenciana
12012|Altura|12|Castellón/Castelló|10|Comunitat Valenciana
12013|Arañuel|12|Castellón/Castelló|10|Comunitat Valenciana
12014|Ares del Maestrat|12|Castellón/Castelló|10|Comunitat Valenciana
12015|Argelita|12|Castellón/Castelló|10|Comunitat Valenciana
12016|Artana|12|Castellón/Castelló|10|Comunitat Valenciana
12001|Atzeneta del Maestrat|12|Castellón/Castelló|10|Comunitat Valenciana
12017|Ayódar|12|Castellón/Castelló|10|Comunitat Valenciana
12018|Azuébar|12|Castellón/Castelló|10|Comunitat Valenciana
12020|Barracas|12|Castellón/Castelló|10|Comunitat Valenciana
12022|Bejís|12|Castellón/Castelló|10|Comunitat Valenciana
12024|Benafer|12|Castellón/Castelló|10|Comunitat Valenciana
12025|Benafigos|12|Castellón/Castelló|10|Comunitat Valenciana
12026|Benassal|12|Castellón/Castelló|10|Comunitat Valenciana
12027|Benicarló|12|Castellón/Castelló|10|Comunitat Valenciana
12028|Benicasim/Benicàssim|12|Castellón/Castelló|10|Comunitat Valenciana
12029|Benlloc|12|Castellón/Castelló|10|Comunitat Valenciana
12021|Betxí|12|Castellón/Castelló|10|Comunitat Valenciana
12032|Borriana/Burriana|12|Castellón/Castelló|10|Comunitat Valenciana
12031|Borriol|12|Castellón/Castelló|10|Comunitat Valenciana
12033|Cabanes|12|Castellón/Castelló|10|Comunitat Valenciana
12034|Càlig|12|Castellón/Castelló|10|Comunitat Valenciana
12036|Canet lo Roig|12|Castellón/Castelló|10|Comunitat Valenciana
12037|Castell de Cabres|12|Castellón/Castelló|10|Comunitat Valenciana
12038|Castellfort|12|Castellón/Castelló|10|Comunitat Valenciana
12039|Castellnovo|12|Castellón/Castelló|10|Comunitat Valenciana
12040|Castelló de la Plana|12|Castellón/Castelló|10|Comunitat Valenciana
12041|Castillo de Villamalefa|12|Castellón/Castelló|10|Comunitat Valenciana
12042|Catí|12|Castellón/Castelló|10|Comunitat Valenciana
12043|Caudiel|12|Castellón/Castelló|10|Comunitat Valenciana
12044|Cervera del Maestre|12|Castellón/Castelló|10|Comunitat Valenciana
12053|Chilches/Xilxes|12|Castellón/Castelló|10|Comunitat Valenciana
12055|Chodos/Xodos|12|Castellón/Castelló|10|Comunitat Valenciana
12056|Chóvar|12|Castellón/Castelló|10|Comunitat Valenciana
12045|Cinctorres|12|Castellón/Castelló|10|Comunitat Valenciana
12046|Cirat|12|Castellón/Castelló|10|Comunitat Valenciana
12048|Cortes de Arenoso|12|Castellón/Castelló|10|Comunitat Valenciana
12049|Costur|12|Castellón/Castelló|10|Comunitat Valenciana
12050|Coves de Vinromà, les|12|Castellón/Castelló|10|Comunitat Valenciana
12051|Culla|12|Castellón/Castelló|10|Comunitat Valenciana
12057|Eslida|12|Castellón/Castelló|10|Comunitat Valenciana
12058|Espadilla|12|Castellón/Castelló|10|Comunitat Valenciana
12059|Fanzara|12|Castellón/Castelló|10|Comunitat Valenciana
12060|Figueroles|12|Castellón/Castelló|10|Comunitat Valenciana
12061|Forcall|12|Castellón/Castelló|10|Comunitat Valenciana
12063|Fuente la Reina|12|Castellón/Castelló|10|Comunitat Valenciana
12064|Fuentes de Ayódar|12|Castellón/Castelló|10|Comunitat Valenciana
12065|Gaibiel|12|Castellón/Castelló|10|Comunitat Valenciana
12067|Geldo|12|Castellón/Castelló|10|Comunitat Valenciana
12068|Herbers|12|Castellón/Castelló|10|Comunitat Valenciana
12069|Higueras|12|Castellón/Castelló|10|Comunitat Valenciana
12070|Jana, la|12|Castellón/Castelló|10|Comunitat Valenciana
12071|Jérica|12|Castellón/Castelló|10|Comunitat Valenciana
12074|Llosa, la|12|Castellón/Castelló|10|Comunitat Valenciana
12072|Llucena/Lucena del Cid|12|Castellón/Castelló|10|Comunitat Valenciana
12073|Ludiente|12|Castellón/Castelló|10|Comunitat Valenciana
12075|Mata de Morella, la|12|Castellón/Castelló|10|Comunitat Valenciana
12076|Matet|12|Castellón/Castelló|10|Comunitat Valenciana
12077|Moncofa|12|Castellón/Castelló|10|Comunitat Valenciana
12078|Montán|12|Castellón/Castelló|10|Comunitat Valenciana
12079|Montanejos|12|Castellón/Castelló|10|Comunitat Valenciana
12080|Morella|12|Castellón/Castelló|10|Comunitat Valenciana
12081|Navajas|12|Castellón/Castelló|10|Comunitat Valenciana
12082|Nules|12|Castellón/Castelló|10|Comunitat Valenciana
12083|Olocau del Rey|12|Castellón/Castelló|10|Comunitat Valenciana
12084|Onda|12|Castellón/Castelló|10|Comunitat Valenciana
12085|Oropesa del Mar/Orpesa|12|Castellón/Castelló|10|Comunitat Valenciana
12087|Palanques|12|Castellón/Castelló|10|Comunitat Valenciana
12088|Pavías|12|Castellón/Castelló|10|Comunitat Valenciana
12089|Peníscola/Peñíscola|12|Castellón/Castelló|10|Comunitat Valenciana
12090|Pina de Montalgrao|12|Castellón/Castelló|10|Comunitat Valenciana
12093|Pobla de Benifassà, la|12|Castellón/Castelló|10|Comunitat Valenciana
12094|Pobla Tornesa, la|12|Castellón/Castelló|10|Comunitat Valenciana
12091|Portell de Morella|12|Castellón/Castelló|10|Comunitat Valenciana
12092|Puebla de Arenoso|12|Castellón/Castelló|10|Comunitat Valenciana
12095|Ribesalbes|12|Castellón/Castelló|10|Comunitat Valenciana
12096|Rossell|12|Castellón/Castelló|10|Comunitat Valenciana
12097|Sacañet|12|Castellón/Castelló|10|Comunitat Valenciana
12098|Salzadella, la|12|Castellón/Castelló|10|Comunitat Valenciana
12101|San Rafael del Río|12|Castellón/Castelló|10|Comunitat Valenciana
12902|Sant Joan de Moró|12|Castellón/Castelló|10|Comunitat Valenciana
12099|Sant Jordi/San Jorge|12|Castellón/Castelló|10|Comunitat Valenciana
12100|Sant Mateu|12|Castellón/Castelló|10|Comunitat Valenciana
12102|Santa Magdalena de Pulpis|12|Castellón/Castelló|10|Comunitat Valenciana
12104|Segorbe|12|Castellón/Castelló|10|Comunitat Valenciana
12103|Serratella, la|12|Castellón/Castelló|10|Comunitat Valenciana
12105|Sierra Engarcerán|12|Castellón/Castelló|10|Comunitat Valenciana
12106|Soneja|12|Castellón/Castelló|10|Comunitat Valenciana
12107|Sot de Ferrer|12|Castellón/Castelló|10|Comunitat Valenciana
12108|Sueras/Suera|12|Castellón/Castelló|10|Comunitat Valenciana
12109|Tales|12|Castellón/Castelló|10|Comunitat Valenciana
12110|Teresa|12|Castellón/Castelló|10|Comunitat Valenciana
12111|Tírig|12|Castellón/Castelló|10|Comunitat Valenciana
12112|Todolella|12|Castellón/Castelló|10|Comunitat Valenciana
12113|Toga|12|Castellón/Castelló|10|Comunitat Valenciana
12114|Torás|12|Castellón/Castelló|10|Comunitat Valenciana
12115|Toro, El|12|Castellón/Castelló|10|Comunitat Valenciana
12116|Torralba del Pinar|12|Castellón/Castelló|10|Comunitat Valenciana
12119|Torre d'En Besora, la|12|Castellón/Castelló|10|Comunitat Valenciana
12120|Torre d'en Doménec, la|12|Castellón/Castelló|10|Comunitat Valenciana
12117|Torreblanca|12|Castellón/Castelló|10|Comunitat Valenciana
12118|Torrechiva|12|Castellón/Castelló|10|Comunitat Valenciana
12121|Traiguera|12|Castellón/Castelló|10|Comunitat Valenciana
12122|Useras/Useres, les|12|Castellón/Castelló|10|Comunitat Valenciana
12124|Vall d'Alba|12|Castellón/Castelló|10|Comunitat Valenciana
12125|Vall de Almonacid|12|Castellón/Castelló|10|Comunitat Valenciana
12126|Vall d'Uixó, la|12|Castellón/Castelló|10|Comunitat Valenciana
12123|Vallat|12|Castellón/Castelló|10|Comunitat Valenciana
12127|Vallibona|12|Castellón/Castelló|10|Comunitat Valenciana
12128|Vilafamés|12|Castellón/Castelló|10|Comunitat Valenciana
12129|Vilafranca/Villafranca del Cid|12|Castellón/Castelló|10|Comunitat Valenciana
12132|Vilanova d'Alcolea|12|Castellón/Castelló|10|Comunitat Valenciana
12134|Vilar de Canes|12|Castellón/Castelló|10|Comunitat Valenciana
12135|Vila-real|12|Castellón/Castelló|10|Comunitat Valenciana
12136|Vilavella, la|12|Castellón/Castelló|10|Comunitat Valenciana
12130|Villahermosa del Río|12|Castellón/Castelló|10|Comunitat Valenciana
12131|Villamalur|12|Castellón/Castelló|10|Comunitat Valenciana
12133|Villanueva de Viver|12|Castellón/Castelló|10|Comunitat Valenciana
12137|Villores|12|Castellón/Castelló|10|Comunitat Valenciana
12138|Vinaròs|12|Castellón/Castelló|10|Comunitat Valenciana
12139|Vistabella del Maestrat|12|Castellón/Castelló|10|Comunitat Valenciana
12140|Viver|12|Castellón/Castelló|10|Comunitat Valenciana
12052|Xert|12|Castellón/Castelló|10|Comunitat Valenciana
12141|Zorita del Maestrazgo|12|Castellón/Castelló|10|Comunitat Valenciana
12142|Zucaina|12|Castellón/Castelló|10|Comunitat Valenciana
13001|Abenójar|13|Ciudad Real|08|Castilla - La Mancha
13002|Agudo|13|Ciudad Real|08|Castilla - La Mancha
13003|Alamillo|13|Ciudad Real|08|Castilla - La Mancha
13004|Albaladejo|13|Ciudad Real|08|Castilla - La Mancha
13005|Alcázar de San Juan|13|Ciudad Real|08|Castilla - La Mancha
13006|Alcoba|13|Ciudad Real|08|Castilla - La Mancha
13007|Alcolea de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13008|Alcubillas|13|Ciudad Real|08|Castilla - La Mancha
13009|Aldea del Rey|13|Ciudad Real|08|Castilla - La Mancha
13010|Alhambra|13|Ciudad Real|08|Castilla - La Mancha
13011|Almadén|13|Ciudad Real|08|Castilla - La Mancha
13012|Almadenejos|13|Ciudad Real|08|Castilla - La Mancha
13013|Almagro|13|Ciudad Real|08|Castilla - La Mancha
13014|Almedina|13|Ciudad Real|08|Castilla - La Mancha
13015|Almodóvar del Campo|13|Ciudad Real|08|Castilla - La Mancha
13016|Almuradiel|13|Ciudad Real|08|Castilla - La Mancha
13017|Anchuras|13|Ciudad Real|08|Castilla - La Mancha
13903|Arenales de San Gregorio|13|Ciudad Real|08|Castilla - La Mancha
13018|Arenas de San Juan|13|Ciudad Real|08|Castilla - La Mancha
13019|Argamasilla de Alba|13|Ciudad Real|08|Castilla - La Mancha
13020|Argamasilla de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13021|Arroba de los Montes|13|Ciudad Real|08|Castilla - La Mancha
13022|Ballesteros de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13023|Bolaños de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13024|Brazatortas|13|Ciudad Real|08|Castilla - La Mancha
13025|Cabezarados|13|Ciudad Real|08|Castilla - La Mancha
13026|Cabezarrubias del Puerto|13|Ciudad Real|08|Castilla - La Mancha
13027|Calzada de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13028|Campo de Criptana|13|Ciudad Real|08|Castilla - La Mancha
13029|Cañada de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13030|Caracuel de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13031|Carrión de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13032|Carrizosa|13|Ciudad Real|08|Castilla - La Mancha
13033|Castellar de Santiago|13|Ciudad Real|08|Castilla - La Mancha
13038|Chillón|13|Ciudad Real|08|Castilla - La Mancha
13034|Ciudad Real|13|Ciudad Real|08|Castilla - La Mancha
13035|Corral de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13036|Cortijos, Los|13|Ciudad Real|08|Castilla - La Mancha
13037|Cózar|13|Ciudad Real|08|Castilla - La Mancha
13039|Daimiel|13|Ciudad Real|08|Castilla - La Mancha
13040|Fernán Caballero|13|Ciudad Real|08|Castilla - La Mancha
13041|Fontanarejo|13|Ciudad Real|08|Castilla - La Mancha
13042|Fuencaliente|13|Ciudad Real|08|Castilla - La Mancha
13043|Fuenllana|13|Ciudad Real|08|Castilla - La Mancha
13044|Fuente el Fresno|13|Ciudad Real|08|Castilla - La Mancha
13045|Granátula de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13046|Guadalmez|13|Ciudad Real|08|Castilla - La Mancha
13047|Herencia|13|Ciudad Real|08|Castilla - La Mancha
13048|Hinojosas de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13049|Horcajo de los Montes|13|Ciudad Real|08|Castilla - La Mancha
13050|Labores, Las|13|Ciudad Real|08|Castilla - La Mancha
13904|Llanos del Caudillo|13|Ciudad Real|08|Castilla - La Mancha
13051|Luciana|13|Ciudad Real|08|Castilla - La Mancha
13052|Malagón|13|Ciudad Real|08|Castilla - La Mancha
13053|Manzanares|13|Ciudad Real|08|Castilla - La Mancha
13054|Membrilla|13|Ciudad Real|08|Castilla - La Mancha
13055|Mestanza|13|Ciudad Real|08|Castilla - La Mancha
13056|Miguelturra|13|Ciudad Real|08|Castilla - La Mancha
13057|Montiel|13|Ciudad Real|08|Castilla - La Mancha
13058|Moral de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13059|Navalpino|13|Ciudad Real|08|Castilla - La Mancha
13060|Navas de Estena|13|Ciudad Real|08|Castilla - La Mancha
13061|Pedro Muñoz|13|Ciudad Real|08|Castilla - La Mancha
13062|Picón|13|Ciudad Real|08|Castilla - La Mancha
13063|Piedrabuena|13|Ciudad Real|08|Castilla - La Mancha
13064|Poblete|13|Ciudad Real|08|Castilla - La Mancha
13065|Porzuna|13|Ciudad Real|08|Castilla - La Mancha
13066|Pozuelo de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13067|Pozuelos de Calatrava, Los|13|Ciudad Real|08|Castilla - La Mancha
13068|Puebla de Don Rodrigo|13|Ciudad Real|08|Castilla - La Mancha
13069|Puebla del Príncipe|13|Ciudad Real|08|Castilla - La Mancha
13070|Puerto Lápice|13|Ciudad Real|08|Castilla - La Mancha
13071|Puertollano|13|Ciudad Real|08|Castilla - La Mancha
13072|Retuerta del Bullaque|13|Ciudad Real|08|Castilla - La Mancha
13901|Robledo, El|13|Ciudad Real|08|Castilla - La Mancha
13902|Ruidera|13|Ciudad Real|08|Castilla - La Mancha
13073|Saceruela|13|Ciudad Real|08|Castilla - La Mancha
13074|San Carlos del Valle|13|Ciudad Real|08|Castilla - La Mancha
13075|San Lorenzo de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13076|Santa Cruz de los Cáñamos|13|Ciudad Real|08|Castilla - La Mancha
13077|Santa Cruz de Mudela|13|Ciudad Real|08|Castilla - La Mancha
13078|Socuéllamos|13|Ciudad Real|08|Castilla - La Mancha
13080|Solana del Pino|13|Ciudad Real|08|Castilla - La Mancha
13079|Solana, La|13|Ciudad Real|08|Castilla - La Mancha
13081|Terrinches|13|Ciudad Real|08|Castilla - La Mancha
13082|Tomelloso|13|Ciudad Real|08|Castilla - La Mancha
13083|Torralba de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13084|Torre de Juan Abad|13|Ciudad Real|08|Castilla - La Mancha
13085|Torrenueva|13|Ciudad Real|08|Castilla - La Mancha
13086|Valdemanco del Esteras|13|Ciudad Real|08|Castilla - La Mancha
13087|Valdepeñas|13|Ciudad Real|08|Castilla - La Mancha
13088|Valenzuela de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13089|Villahermosa|13|Ciudad Real|08|Castilla - La Mancha
13090|Villamanrique|13|Ciudad Real|08|Castilla - La Mancha
13091|Villamayor de Calatrava|13|Ciudad Real|08|Castilla - La Mancha
13092|Villanueva de la Fuente|13|Ciudad Real|08|Castilla - La Mancha
13093|Villanueva de los Infantes|13|Ciudad Real|08|Castilla - La Mancha
13094|Villanueva de San Carlos|13|Ciudad Real|08|Castilla - La Mancha
13095|Villar del Pozo|13|Ciudad Real|08|Castilla - La Mancha
13096|Villarrubia de los Ojos|13|Ciudad Real|08|Castilla - La Mancha
13097|Villarta de San Juan|13|Ciudad Real|08|Castilla - La Mancha
13098|Viso del Marqués|13|Ciudad Real|08|Castilla - La Mancha
14001|Adamuz|14|Córdoba|01|Andalucía
14002|Aguilar de la Frontera|14|Córdoba|01|Andalucía
14003|Alcaracejos|14|Córdoba|01|Andalucía
14004|Almedinilla|14|Córdoba|01|Andalucía
14005|Almodóvar del Río|14|Córdoba|01|Andalucía
14006|Añora|14|Córdoba|01|Andalucía
14007|Baena|14|Córdoba|01|Andalucía
14008|Belalcázar|14|Córdoba|01|Andalucía
